rs_id,gene_symbol,clinvar_variation_id,clinical_signficance,medgen_id,condition_name
rs794729665,DCDC2,RCV000157618,Pathogenic,C3711374,Nonsyndromic Deafness
rs794729665,DCDC2,RCV000185587,Pathogenic,C1857750,"Deafness, autosomal recessive 66 (DFNB66)"
rs796052061,AGXT,RCV000186299,Pathogenic,C0268164,"Primary hyperoxaluria, type I (HP1)"
rs796052130,UFSP2,RCV000186597,Pathogenic,C1840572,Beukes hip dysplasia
rs797044857,GRHL3,RCV000190659,Likely pathogenic,C0950123,Inborn genetic diseases
rs797044915,COL11A2,RCV000190748,Likely pathogenic,C0950123,Inborn genetic diseases
rs797044960,SIX1,RCV000190433,Pathogenic,C1854594,"Deafness, autosomal dominant 23 (DFNA23)"
rs797045023,DAG1,RCV000190547,Pathogenic,C4225291,"Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type a, 9 (MDDGA9)"
rs797045023,DAG1,RCV001224389,Uncertain significance,,
rs80034486,CFTR,RCV000007556,Pathogenic,C0010674,Cystic fibrosis (CF)
rs80034486,CFTR,RCV000224445,Pathogenic,CN517202,not provided
rs80034486,CFTR,RCV000999853,Pathogenic,CN235283,none provided
rs80034486,CFTR,RCV001004513,Pathogenic,,
rs80034486,CFTR,RCV001021411,Pathogenic,C0950123,Inborn genetic diseases
rs80338903,USH2A,RCV000002445,Pathogenic,C1848634,"Usher syndrome, type 2A (USH2A)"
rs80338903,USH2A,RCV000032524,Pathogenic,C0035334,Retinitis pigmentosa (RP)
rs80338903,USH2A,RCV000191141,Pathogenic,C3151138,Retinitis pigmentosa 39 (RP39)
rs80338903,USH2A,RCV000210326,Pathogenic,C0854723,Retinal dystrophy
rs80338903,USH2A,RCV000254870,Pathogenic,CN517202,not provided
rs80338903,USH2A,RCV000504641,Pathogenic,C0271097,Usher syndrome
rs80338903,USH2A,RCV000623326,Pathogenic,C0950123,Inborn genetic diseases
rs80338903,USH2A,RCV000678639,Pathogenic,C1848634,"Usher syndrome, type 2A (USH2A)"
rs80338903,USH2A,RCV000735362,Pathogenic,,
rs80338903,USH2A,RCV000787895,Pathogenic,C0730292,Macular dystrophy
rs80338903,USH2A,RCV000787897,Pathogenic,C4085590,Cone-rod dystrophy
rs80338903,USH2A,RCV000787899,Pathogenic,C0339535,Congenital stationary night blindness
rs80338903,USH2A,RCV000824793,Pathogenic,,
rs80338903,USH2A,RCV001000453,Pathogenic,CN169374,not specified
rs80338903,USH2A,RCV001095692,Pathogenic,CN239332,USH2A-Related Disorders
rs80338933,SH3TC2,RCV000002586,Pathogenic/Likely pathogenic,C1866636,"Charcot-Marie-Tooth disease, type 4C (CMT4C)"
rs80338933,SH3TC2,RCV000002587,Pathogenic,C3150596,"Mononeuropathy of the median nerve, mild (MNMN)"
rs80338933,SH3TC2,RCV000144877,Pathogenic,C0007959,Charcot-Marie-Tooth disease
rs80338933,SH3TC2,RCV000168436,Pathogenic,C4082197,Charcot-Marie-Tooth disease type 4
rs80338933,SH3TC2,RCV000255213,Pathogenic/Likely pathogenic,CN517202,not provided
rs80338933,SH3TC2,RCV000282937,Pathogenic,CN239303,SH3TC2-Related Disorders
rs80338933,SH3TC2,RCV000515338,Pathogenic,,
rs80338933,SH3TC2,RCV000622836,Pathogenic,C0950123,Inborn genetic diseases
rs80338933,SH3TC2,RCV001000484,Pathogenic,CN235283,none provided
rs80357590,BRCA1,RCV000031238,Pathogenic,C2676676,"Breast-ovarian cancer, familial 1 (BROVCA1)"
rs80357590,BRCA1,RCV000048947,Pathogenic,C0677776,Hereditary breast and ovarian cancer syndrome (HBOC)
rs80357590,BRCA1,RCV000129334,Pathogenic,C0027672,Hereditary cancer-predisposing syndrome
rs80357590,BRCA1,RCV000159930,Pathogenic,CN517202,not provided
rs80358041,BRCA1,RCV000258497,Pathogenic,C2676676,"Breast-ovarian cancer, familial 1 (BROVCA1)"
rs80358041,BRCA1,RCV000774989,Likely pathogenic,C0027672,Hereditary cancer-predisposing syndrome
rs80358041,BRCA1,RCV000235344,Pathogenic,CN517202,not provided
rs80358041,BRCA1,RCV000662852,Pathogenic,C2676676,"Breast-ovarian cancer, familial 1 (BROVCA1)"
rs80358041,BRCA1,RCV001182078,Likely pathogenic,C0027672,Hereditary cancer-predisposing syndrome
rs80358041,BRCA1,RCV000048933,Pathogenic,C0677776,Hereditary breast and ovarian cancer syndrome (HBOC)
rs80358041,BRCA1,RCV000112615,Pathogenic,C2676676,"Breast-ovarian cancer, familial 1 (BROVCA1)"
rs80358041,BRCA1,RCV000508361,Pathogenic,CN517202,not provided
rs80358041,BRCA1,RCV000565923,Pathogenic,C0027672,Hereditary cancer-predisposing syndrome
rs80358086,BRCA1,RCV000077591,Pathogenic,C2676676,"Breast-ovarian cancer, familial 1 (BROVCA1)"
rs80358086,BRCA1,RCV000131820,Pathogenic/Likely pathogenic,C0027672,Hereditary cancer-predisposing syndrome
rs80358086,BRCA1,RCV000236376,Pathogenic,CN517202,not provided
rs80358086,BRCA1,RCV000496750,Pathogenic,C0677776,Hereditary breast and ovarian cancer syndrome (HBOC)
rs80358086,BRCA1,RCV000769711,Pathogenic,CN221562,Breast and/or ovarian cancer
rs80358086,BRCA1,RCV000031201,Pathogenic/Likely pathogenic,C2676676,"Breast-ovarian cancer, familial 1 (BROVCA1)"
rs80358086,BRCA1,RCV000048724,Pathogenic,C0677776,Hereditary breast and ovarian cancer syndrome (HBOC)
rs80358086,BRCA1,RCV000131837,Pathogenic,C0027672,Hereditary cancer-predisposing syndrome
rs80358086,BRCA1,RCV000159997,Pathogenic/Likely pathogenic,CN517202,not provided
rs80358086,BRCA1,RCV000735559,Pathogenic,CN221562,Breast and/or ovarian cancer
rs80358195,FUCA1,RCV000000718,Pathogenic,C0016788,Fucosidosis
rs80358226,TACSTD2,RCV000017570,Pathogenic,C0339273,Lattice corneal dystrophy Type III (GDLD)
rs80358227,TACSTD2,RCV000017571,Pathogenic,C0339273,Lattice corneal dystrophy Type III (GDLD)
rs855791,TMPRSS6,RCV000246767,Benign,CN169374,not specified
rs855791,TMPRSS6,RCV000384447,Benign,C5194182,Microcytic anemia
rs864622179,SPAST,RCV000205236,Conflicting interpretations of pathogenicity,C1866855,"Spastic paraplegia 4, autosomal dominant (SPG4)"
rs864622179,SPAST,RCV000432874,Pathogenic/Likely pathogenic,CN517202,not provided
rs869025342,CCDC174,RCV000207515,Pathogenic,C4225196,"Hypotonia, infantile, with psychomotor retardation (IHPMR)"
rs869025563,ECM1,RCV000208541,Pathogenic,C0023795,Lipid proteinosis
rs875989907,LDLR,RCV000237807,Likely pathogenic,C0745103,Familial hypercholesterolemia 1 (FHCL1)
rs875989907,LDLR,RCV000793174,Likely pathogenic,C0020445,Familial hypercholesterolemia (FH)
rs875989907,LDLR,RCV000211615,Pathogenic/Likely pathogenic,C0745103,Familial hypercholesterolemia 1 (FHCL1)
rs875989907,LDLR,RCV001037156,Pathogenic,C0020445,Familial hypercholesterolemia (FH)
rs879254526,LDLR,RCV000238228,Pathogenic/Likely pathogenic,C0745103,Familial hypercholesterolemia 1 (FHCL1)
rs879254526,LDLR,RCV000238446,Pathogenic/Likely pathogenic,C0745103,Familial hypercholesterolemia 1 (FHCL1)
rs879254919,LDLR,RCV000237492,Pathogenic,C0745103,Familial hypercholesterolemia 1 (FHCL1)
rs886037750,INSR,RCV000240670,Pathogenic,C0271695,Pineal hyperplasia AND diabetes mellitus syndrome
rs886039789,NNT,RCV000256222,Pathogenic,C3553587,Glucocorticoid deficiency 4 with or without mineralocorticoid deficiency (GCCD4)
rs886039790,NNT,RCV000256229,Pathogenic,C3553587,Glucocorticoid deficiency 4 with or without mineralocorticoid deficiency (GCCD4)
rs957176669,ABCG8,RCV000602419,Likely pathogenic,C0342907,Sitosterolemia (STSL)
rs957176669,ABCG8,RCV000658014,Pathogenic,CN517202,not provided
rs957176669,ABCG8,RCV000778619,Uncertain significance,C0342907,Sitosterolemia (STSL)
rs4244285,CYP2C19,RCV000018393,drug response,C1836024,"Mephenytoin, poor metabolism of"
rs4244285,CYP2C19,RCV000018394,drug response,C1836026,"Proguanil, poor metabolism of"
rs4244285,CYP2C19,RCV000018395,drug response,C2674941,Clopidogrel response
rs4244285,CYP2C19,RCV000211209,drug response,CN236467,amitriptyline response - Efficacy
rs4244285,CYP2C19,RCV000211298,drug response,CN236509,"clopidogrel response - Efficacy, Toxicity/ADR"
rs4244285,CYP2C19,RCV000211331,drug response,CN236503,citalopram response - Efficacy
rs4244285,CYP2C19,RCV000211423,drug response,CN236506,clomipramine response - Efficacy
rs4244285,CYP2C19,RCV000352637,other,CN517202,not provided
rs4244285,CYP2C19,RCV000610614,Likely benign,CN169374,not specified
rs4244285,CYP2C19,RCV000782440,drug response,C2674941,Clopidogrel response
rs4244285,CYP2C19,RCV000782448,drug response,C2674941,Clopidogrel response
rs4244285,CYP2C19,RCV000782449,drug response,C2674941,Clopidogrel response
rs4244285,CYP2C19,RCV000782450,drug response,C2674941,Clopidogrel response
rs4244285,CYP2C19,RCV000782451,drug response,C2674941,Clopidogrel response
rs4244285,CYP2C19,RCV000782452,drug response,C2674941,Clopidogrel response
rs4244285,CYP2C19,RCV000782453,drug response,C2674941,Clopidogrel response
rs4244285,CYP2C19,RCV000782488,drug response,CN221263,Citalopram response
rs4244285,CYP2C19,RCV000782513,drug response,CN221264,Escitalopram response
rs4244285,CYP2C19,RCV000782514,drug response,CN221263,Citalopram response
rs4244285,CYP2C19,RCV000782515,drug response,CN221264,Escitalopram response
rs4244285,CYP2C19,RCV000782516,drug response,CN221263,Citalopram response
rs4244285,CYP2C19,RCV000782517,drug response,CN221264,Escitalopram response
rs4244285,CYP2C19,RCV000782518,drug response,CN221263,Citalopram response
rs4244285,CYP2C19,RCV000782519,drug response,CN221264,Escitalopram response
rs4244285,CYP2C19,RCV000782634,drug response,CN221264,Escitalopram response
rs4244285,CYP2C19,RCV000782635,drug response,CN221263,Citalopram response
rs4244285,CYP2C19,RCV000782636,drug response,CN221264,Escitalopram response
rs4244285,CYP2C19,RCV000782637,drug response,CN221263,Citalopram response
rs4244285,CYP2C19,RCV000782638,drug response,CN221264,Escitalopram response
rs4244285,CYP2C19,RCV000782639,drug response,CN221263,Citalopram response
rs4244285,CYP2C19,RCV000782640,drug response,CN221264,Escitalopram response
rs4244285,CYP2C19,RCV000782690,drug response,CN221264,Escitalopram response
rs4244285,CYP2C19,RCV000782691,drug response,CN221263,Citalopram response
rs4244285,CYP2C19,RCV000782692,drug response,CN221264,Escitalopram response
rs4244285,CYP2C19,RCV000782693,drug response,CN221263,Citalopram response
rs4244285,CYP2C19,RCV000782694,drug response,CN221264,Escitalopram response
rs4244285,CYP2C19,RCV000782695,drug response,CN221263,Citalopram response
rs4244285,CYP2C19,RCV000782696,drug response,CN221264,Escitalopram response
rs4244285,CYP2C19,RCV000782697,drug response,CN221263,Citalopram response
rs4244285,CYP2C19,RCV000782698,drug response,CN221264,Escitalopram response
rs4244285,CYP2C19,RCV000782699,drug response,CN221263,Citalopram response
rs4244285,CYP2C19,RCV000782700,drug response,CN221264,Escitalopram response
rs4244285,CYP2C19,RCV000782880,drug response,CN221263,Citalopram response
rs4244285,CYP2C19,RCV000782881,drug response,CN221264,Escitalopram response
rs4244285,CYP2C19,RCV000782882,drug response,CN221263,Citalopram response
rs4244285,CYP2C19,RCV000782883,drug response,CN221264,Escitalopram response
rs4244285,CYP2C19,RCV000782884,drug response,CN221263,Citalopram response
rs4244285,CYP2C19,RCV000782885,drug response,CN221264,Escitalopram response
rs4244285,CYP2C19,RCV000782886,drug response,CN221263,Citalopram response
rs4244285,CYP2C19,RCV000782887,drug response,CN221264,Escitalopram response
rs4244285,CYP2C19,RCV000783140,drug response,CN221265,Sertraline response
rs4244285,CYP2C19,RCV000783141,drug response,CN221265,Sertraline response
rs4244285,CYP2C19,RCV000783142,drug response,CN221265,Sertraline response
rs4244285,CYP2C19,RCV000783143,drug response,CN221265,Sertraline response
rs4244285,CYP2C19,RCV000783144,drug response,CN221265,Sertraline response
rs4244285,CYP2C19,RCV000783145,drug response,CN221265,Sertraline response
rs4244285,CYP2C19,RCV000783171,drug response,CN221265,Sertraline response
rs4244285,CYP2C19,RCV000783172,drug response,CN221265,Sertraline response
rs4244285,CYP2C19,RCV000783173,drug response,CN221265,Sertraline response
rs4244285,CYP2C19,RCV000783174,drug response,CN221265,Sertraline response
rs4244285,CYP2C19,RCV000783175,drug response,CN221265,Sertraline response
rs4244285,CYP2C19,RCV000783269,drug response,CN221265,Sertraline response
rs4244285,CYP2C19,RCV000783270,drug response,CN221265,Sertraline response
rs4244285,CYP2C19,RCV000783415,drug response,CN077957,Voriconazole response
rs4244285,CYP2C19,RCV000783416,drug response,CN077957,Voriconazole response
rs4244285,CYP2C19,RCV000783417,drug response,CN077957,Voriconazole response
rs4244285,CYP2C19,RCV000783418,drug response,CN077957,Voriconazole response
rs4244285,CYP2C19,RCV000783500,drug response,CN077957,Voriconazole response
rs4244285,CYP2C19,RCV000783514,drug response,CN077957,Voriconazole response
rs4244285,CYP2C19,RCV000783515,drug response,CN077957,Voriconazole response
rs4244285,CYP2C19,RCV000783575,drug response,CN077957,Voriconazole response
rs4244285,CYP2C19,RCV000783576,drug response,CN077957,Voriconazole response
rs4244285,CYP2C19,RCV000783577,drug response,CN077957,Voriconazole response
rs4244285,CYP2C19,RCV000783578,drug response,CN077957,Voriconazole response
rs4244285,CYP2C19,RCV000783613,drug response,CN077957,Voriconazole response
rs4244285,CYP2C19,RCV000783614,drug response,CN077957,Voriconazole response
rs4244285,CYP2C19,RCV000783615,drug response,CN077957,Voriconazole response
rs4244285,CYP2C19,RCV000783616,drug response,CN077957,Voriconazole response
rs4244285,CYP2C19,RCV000783617,drug response,CN077957,Voriconazole response
rs4244285,CYP2C19,RCV000783618,drug response,CN077957,Voriconazole response
rs4244285,CYP2C19,RCV000783619,drug response,CN077957,Voriconazole response
rs4244285,CYP2C19,RCV000783620,drug response,CN077957,Voriconazole response
rs4244285,CYP2C19,RCV000783648,drug response,,CYP2C19: no function
rs4244285,CYP2C19,RCV000783666,drug response,C2674941,Clopidogrel response
rs4244285,CYP2C19,RCV000783672,drug response,C2674941,Clopidogrel response
rs4244285,CYP2C19,RCV000783673,drug response,C2674941,Clopidogrel response
rs4244285,CYP2C19,RCV000783712,drug response,CN221264,Escitalopram response
rs4244285,CYP2C19,RCV000783739,drug response,CN221263,Citalopram response
rs4244285,CYP2C19,RCV000783740,drug response,CN221264,Escitalopram response
rs4244285,CYP2C19,RCV000783741,drug response,CN221263,Citalopram response
rs4244285,CYP2C19,RCV000783742,drug response,CN221264,Escitalopram response
rs4244285,CYP2C19,RCV000783743,drug response,CN221263,Citalopram response
rs4244285,CYP2C19,RCV000783864,drug response,CN221263,Citalopram response
rs4244285,CYP2C19,RCV000783865,drug response,CN221264,Escitalopram response
rs4244285,CYP2C19,RCV000783866,drug response,CN221263,Citalopram response
rs4244285,CYP2C19,RCV000783867,drug response,CN221264,Escitalopram response
rs4244285,CYP2C19,RCV000783868,drug response,CN221263,Citalopram response
rs4244285,CYP2C19,RCV000783922,drug response,CN221263,Citalopram response
rs4244285,CYP2C19,RCV000783923,drug response,CN221264,Escitalopram response
rs4244285,CYP2C19,RCV000783924,drug response,CN221263,Citalopram response
rs4244285,CYP2C19,RCV000783925,drug response,CN221264,Escitalopram response
rs4244285,CYP2C19,RCV000783926,drug response,CN221263,Citalopram response
rs4244285,CYP2C19,RCV000783927,drug response,CN221264,Escitalopram response
rs4244285,CYP2C19,RCV000783928,drug response,CN221263,Citalopram response
rs4244285,CYP2C19,RCV000783929,drug response,CN221264,Escitalopram response
rs4244285,CYP2C19,RCV000783930,drug response,CN221263,Citalopram response
rs4244285,CYP2C19,RCV000783931,drug response,CN221264,Escitalopram response
rs4244285,CYP2C19,RCV000783932,drug response,CN221263,Citalopram response
rs4244285,CYP2C19,RCV000784107,drug response,CN221263,Citalopram response
rs4244285,CYP2C19,RCV000784108,drug response,CN221264,Escitalopram response
rs4244285,CYP2C19,RCV000784109,drug response,CN221263,Citalopram response
rs4244285,CYP2C19,RCV000784110,drug response,CN221264,Escitalopram response
rs4244285,CYP2C19,RCV000784111,drug response,CN221263,Citalopram response
rs4244285,CYP2C19,RCV000784112,drug response,CN221264,Escitalopram response
rs4244285,CYP2C19,RCV000784113,drug response,CN221263,Citalopram response
rs4244285,CYP2C19,RCV000784114,drug response,CN221264,Escitalopram response
rs4244285,CYP2C19,RCV000784115,drug response,CN221263,Citalopram response
rs4244285,CYP2C19,RCV000784116,drug response,CN221264,Escitalopram response
rs4244285,CYP2C19,RCV000784117,drug response,CN221263,Citalopram response
rs4244285,CYP2C19,RCV000784118,drug response,CN221264,Escitalopram response
rs4244285,CYP2C19,RCV000784302,drug response,CN221265,Sertraline response
rs4244285,CYP2C19,RCV000784312,drug response,CN221265,Sertraline response
rs4244285,CYP2C19,RCV000784313,drug response,CN221265,Sertraline response
rs4244285,CYP2C19,RCV000784314,drug response,CN221265,Sertraline response
rs4244285,CYP2C19,RCV000784315,drug response,CN221265,Sertraline response
rs4244285,CYP2C19,RCV000784316,drug response,CN221265,Sertraline response
rs4244285,CYP2C19,RCV000784317,drug response,CN221265,Sertraline response
rs4244285,CYP2C19,RCV000784403,drug response,CN221265,Sertraline response
rs4244285,CYP2C19,RCV000784404,drug response,CN221265,Sertraline response
rs4244285,CYP2C19,RCV000784405,drug response,CN221265,Sertraline response
rs4244285,CYP2C19,RCV000784406,drug response,CN221265,Sertraline response
rs4244285,CYP2C19,RCV000784407,drug response,CN221265,Sertraline response
rs4244285,CYP2C19,RCV000784408,drug response,CN221265,Sertraline response
rs4244285,CYP2C19,RCV000784498,drug response,CN221265,Sertraline response
rs4244285,CYP2C19,RCV000784499,drug response,CN221265,Sertraline response
rs4244285,CYP2C19,RCV000784500,drug response,CN221265,Sertraline response
rs4244285,CYP2C19,RCV000784501,drug response,CN221265,Sertraline response
rs4244285,CYP2C19,RCV000784502,drug response,CN221265,Sertraline response
rs4244285,CYP2C19,RCV000784503,drug response,CN221265,Sertraline response
rs4244285,CYP2C19,RCV000784504,drug response,CN221265,Sertraline response
rs4244285,CYP2C19,RCV000784505,drug response,CN221265,Sertraline response
rs4244285,CYP2C19,RCV000784648,drug response,CN077957,Voriconazole response
rs4244285,CYP2C19,RCV000784649,drug response,CN077957,Voriconazole response
rs4244285,CYP2C19,RCV000784650,drug response,CN077957,Voriconazole response
rs4244285,CYP2C19,RCV000784651,drug response,CN077957,Voriconazole response
rs4244285,CYP2C19,RCV000784652,drug response,CN077957,Voriconazole response
rs4244285,CYP2C19,RCV000784653,drug response,CN077957,Voriconazole response
rs4244285,CYP2C19,RCV000784749,drug response,CN077957,Voriconazole response
rs4244285,CYP2C19,RCV000784750,drug response,CN077957,Voriconazole response
rs4244285,CYP2C19,RCV000784751,drug response,CN077957,Voriconazole response
rs4244285,CYP2C19,RCV000784752,drug response,CN077957,Voriconazole response
rs4244285,CYP2C19,RCV000784797,drug response,CN077957,Voriconazole response
rs4244285,CYP2C19,RCV000784798,drug response,CN077957,Voriconazole response
rs4244285,CYP2C19,RCV000784838,drug response,CN077957,Voriconazole response
rs4244285,CYP2C19,RCV000784839,drug response,CN077957,Voriconazole response
rs4244285,CYP2C19,RCV000784840,drug response,CN077957,Voriconazole response
rs28399499,CYP2B6,RCV000211262,drug response,CN236550,efavirenz response - Metabolism/PK
rs28399499,CYP2B6,RCV000211386,drug response,CN236608,nevirapine response - Other
rs28399499,CYP2B6,RCV000660819,drug response,CN236609,nevirapine response - Toxicity/ADR
rs3745274,CYP2B6,RCV000022520,drug response,C3281153,Efavirenz response
rs3745274,CYP2B6,RCV000417133,drug response,CN236608,nevirapine response - Other
rs3745274,CYP2B6,RCV000417159,drug response,CN236530,efavirenz response - Dosage
rs3745274,CYP2B6,RCV000417161,drug response,CN236536,methadone response - Dosage
rs3745274,CYP2B6,RCV000417174,drug response,CN236551,efavirenz response - Toxicity/ADR
rs3842,ABCB1,RCV001029521,drug response,CN078023,Tramadol response
rs4803419,CYP2B6,RCV000211372,drug response,CN236550,efavirenz response - Metabolism/PK
rs2279343,CYP2B6,RCV000106294,Benign,C3281153,Efavirenz response
rs2279343,CYP2B6,RCV000211381,drug response,CN236550,efavirenz response - Metabolism/PK
rs7668258,UGT2B7,RCV001028172,drug response,CN078023,Tramadol response
rs762551,LOC110467516,RCV000607978,Likely benign,CN169374,not specified
rs28371706,CYP2D6,RCV000734612,"Likely benign, other",CN517202,not provided
rs28371706,CYP2D6,RCV001030445,drug response,CN258189,Deutetrabenazine response
rs28371706,CYP2D6,RCV001093718,drug response,CN078013,Tamoxifen response
